renderedContent,pre_processed,label_sentiment,probability_sentiment,label_emotion,probability_emotion,label_irony,probability_irony
I hate when my depression hits me at times because I really do forget my worth.,hate depression hits times really forget worth,negative,0.9416137337684631,sadness,0.9822388887405396,non_irony,0.5582646131515503
For some reason my family has a hard time understanding insomnia. Like bro it’s not that hard understand it just means my depression and anxiety hate me and so they take it out my sleep,reason family hard time understanding insomnia like bro hard understand means depression anxiety hate take sleep,negative,0.9029965996742249,sadness,0.9661073684692383,non_irony,0.5049366354942322
i hate my friends bc when we were in the theatre watching frozen and anna was singing in the cave and its mad quiet this bitch goes “okay bitch its called depression”,hate friends theatre watching frozen anna singing cave mad quiet bitch goes okay bitch called depression,negative,0.9217192530632019,sadness,0.8844220638275146,irony,0.6662092208862305
&amp; you soft as hell if you gon hate on somebody for trying to help people battling depression. Get out my face with that stupid ass shit. Just because I wanna make a change &amp; save life’s don’t mean you gotta hate period. Keep it to yourself nigga,amp soft hell gon hate somebody trying help people battling depression get face stupid ass shit wanna make change amp save life mean gotta hate period keep nigga,negative,0.963252604007721,anger,0.9047048687934875,non_irony,0.7546221017837524
"Movies /Commercials /Talking to people /TV /Thinking how much I love my friends/family /the cruelty/unfairness / hate of people towards others/animals

When haven’t I? Hormones/depression/anxiety/happiness. Goodness, everything makes me cry (lol). I let it out to help heal myself twitter.com/blackladyblue/…",movies commercials talking people thinking much love friends family cruelty unfairness hate people towards others animals hormones depression anxiety happiness goodness everything makes cry lol let help heal,negative,0.7676953077316284,sadness,0.9670314192771912,irony,0.7635219097137451
i hate when i’m having a good time and my depression kicks in,hate good time depression kicks,negative,0.7103588581085205,sadness,0.9790430665016174,irony,0.9776841998100281
"@PoRiverJamBand I really really hate the mentality in this vid. It's perhaps a less serious thing,  but it took forever for me to find a doctor who  would take my depression seriously because they all wanted to blame my lack of energy on my weight.",really really hate mentality vid perhaps less serious thing took forever find doctor would take depression seriously wanted blame lack energy weight,negative,0.9453592896461487,sadness,0.9499883651733398,non_irony,0.7899246215820312
I hate being a loner. And my depression makes me want to isolate myself from everyone. And it’s just an endless cycle of pain. Cause I’m a social butterfly but I feel very odd around people but I don’t wanna be in my house 24/7 so idk what to do.,hate loner depression makes want isolate everyone endless cycle pain cause social butterfly feel odd around people wanna house idk,negative,0.8894773721694946,sadness,0.9694444537162781,non_irony,0.6977247595787048
@ardentlykeith I’m just nervous about what he’s going to say. I thought I had a handle on my depression and ptsd and I would hate for them to be back worse than before.,nervous going say thought handle depression ptsd would hate back worse,negative,0.903923511505127,sadness,0.9542860388755798,non_irony,0.7651599645614624
I’m so tired of DEPRESSION and POVERTY this shit is TOO MUCH I officially HATE IT HERE I’m selling my soul y’all,tired depression poverty shit much officially hate selling soul,negative,0.9780657291412354,sadness,0.9639089703559875,non_irony,0.8332989811897278
why is my depression so easily seen through my eyes I hate it,depression easily seen eyes hate,negative,0.8998961448669434,sadness,0.9464715719223022,irony,0.6225967407226562
"@IWriteAllDay_ As someone who suffers from severe depression, best believe I'm taking being alive as a fuckin win. 

I hate when people try to swerve out of their lane. Either keep up and stay their dumbasses in the ""keep my fuckery to myself"" lane",someone suffers severe depression best believe taking alive fuckin win hate people try swerve lane either keep stay dumbasses keep fuckery lane,negative,0.9716911315917969,anger,0.895123302936554,non_irony,0.7572051286697388
I wish I wasn't trans. I hate dealing with dysphoria. It's best  friends with my anxiety and depression.,wish trans hate dealing dysphoria best friends anxiety depression,negative,0.9113321900367737,sadness,0.9393696188926697,irony,0.8625280857086182
Woke up like “wow I hate myself!?!?” And then I had to laugh like oh my seasonal depression had to wait til after the solstice??? Witchy ass moody ass cancer ass winter,woke like wow hate laugh like seasonal depression wait til solstice witchy ass moody ass cancer ass winter,negative,0.9642992615699768,sadness,0.930806040763855,non_irony,0.7088356614112854
"@cmclymer I have come to hate the month of December - holidays AND my birthday right between Christmas and New years. I miss the sun. I cannot fight off my demons. And I'm expected to be happy and festive. My life's good too, but seasonal depression is a monster.",come hate month december holidays birthday right christmas new years miss sun cannot fight demons expected happy festive life good seasonal depression monster,negative,0.5076002478599548,joy,0.5863533020019531,irony,0.6030541062355042
"This decade I: 
Hiked the Milford
Learned to spin
Started a craft business
Learned l hate retail, love code
Gave birth
Quit day job
Was a SAHM
Graduated from Dev Bootcamp
Baked my way through depression - bread, pastry, caramels, macarons.
Traveled a bunch
Started a new career",decade hiked milford learned spin started craft business learned hate retail love code gave birth quit day job sahm graduated dev bootcamp baked way depression bread pastry caramels macarons traveled bunch started new career,neutral,0.6381012201309204,joy,0.7290505170822144,non_irony,0.8222494125366211
@dauntingful Legit this exact same thing is happening to me. Like depression honestly makes me feel like my friends hate me and don't care about me but I know who the real people actually care about me 😊.,legit exact thing happening like depression honestly makes feel like friends hate care know real people actually care,negative,0.5288493037223816,sadness,0.9676885008811951,irony,0.7710085511207581
"@AlanCaryLiddell @neil6701 @CNN I've spent a great deal of my career trying to help people, with depression, anxiety disorders, bipolar disorder etc. The reason social workers and councelers have such burnout is, and I hate to say this, but some people are beyond your help. At least my help. Good talk.",spent great deal career trying help people depression anxiety disorders bipolar disorder etc reason social workers councelers burnout hate say people beyond help least help good talk,neutral,0.48116791248321533,sadness,0.9039269089698792,irony,0.8161946535110474
"I really hate when my anxiety and depression hits me out of nowhere, I’m happy and grateful for the people in my life but it sucks and hurts so much looking back missing the people I had in my life before they disappeared",really hate anxiety depression hits nowhere happy grateful people life sucks hurts much looking back missing people life disappeared,negative,0.9781002402305603,sadness,0.9749924540519714,non_irony,0.8310484290122986
"god i fucking hate how upset i am still over tros like i know its just a movie, but i was rlly just looking forward to it for 2 yrs just for it fuck me up this badly on top of my already severe depression, thanks jj!",god fucking hate upset still tros like know movie rlly looking forward yrs fuck badly top already severe depression thanks,negative,0.9732234477996826,anger,0.6012619137763977,non_irony,0.6608923077583313
I hate the random spurts of depression where i just wanna lay in my bed and cry for hours,hate random spurts depression wanna lay bed cry hours,negative,0.9540014863014221,sadness,0.9801790714263916,non_irony,0.7606821656227112
being home for break and I’ve fallen into my high school-style of depression. i hate it here I want to go back to college.,home break fallen high school style depression hate want back college,negative,0.8675040006637573,sadness,0.9781575798988342,non_irony,0.5760776996612549
my depression makes me feel so worthless and lazy. most of the time i contribute nothing to this house besides money from work and i only work bc i HAVE to. i have to force myself up just to clean the smallest bit and do laundry. i hate myself,depression makes feel worthless lazy time contribute nothing house besides money work work force clean smallest bit laundry hate,negative,0.933812141418457,sadness,0.9691770672798157,non_irony,0.6454731225967407
I know how you feel cause depression and anxiety kick my ass a lot and I absolutely hate it. twitter.com/NStoolfire/sta…,know feel cause depression anxiety kick ass lot absolutely hate,negative,0.9706822633743286,sadness,0.7527171969413757,irony,0.5946707725524902
"bro my room is so Gross, i hate depression",bro room gross hate depression,negative,0.9788402318954468,sadness,0.6456711292266846,non_irony,0.5888009667396545
"me: i hate talking about my emotions

also me: *tweets about depression and every mishap that happens in my family because they’re all immensely flawed except for my dad i love you dad*",hate talking emotions also tweets depression every mishap happens family immensely flawed except dad love dad,negative,0.8760097026824951,sadness,0.9671236872673035,non_irony,0.5610771179199219
"I’m not sure if I hate Binghamton or I just hate I’m not in Los Angeles. Wait. I hate Binghamton. Growing up, I could not wait to get out of here and it’s far more depressing now than it was then. My productivity level drops while I’m here bc I have to flight depression all day!",sure hate binghamton hate los angeles wait hate binghamton growing could wait get far depressing productivity level drops flight depression day,negative,0.9761042594909668,sadness,0.8622715473175049,non_irony,0.7223336696624756
"hate to be a downer on the main but fr 2019 was the worst year ive ever had. i lost 4 of my best friends, my depression only worsened, i began feeling s*icidal...im v grateful for all the amazing experiences &amp; ppl that helped me through but im v ready to leave 2019 in the past :(",hate downer main worst year ive ever lost best friends depression worsened began feeling icidal grateful amazing experiences amp ppl helped ready leave past,negative,0.4572732746601105,sadness,0.9695272445678711,non_irony,0.9018803834915161
"2018: depression + got my heart broken + more depression 

2019: crippling anxiety + crippled myself/destroyed my knee + more depression

2020: keep this shit up and im fucking off to a deserted island forever

i hate it here",depression got heart broken depression crippling anxiety crippled destroyed knee depression keep shit fucking deserted island forever hate,negative,0.9799993634223938,sadness,0.8661292791366577,non_irony,0.7819142937660217
"@AidenHatfield I am ashamed of my depression, I am ashamed of my anxiety, because it’s crippling me, can’t go out because my mind and fucking paranoia sees hate in everyone’s eyes! &amp; like the song says they drugs don’t work!’ Thank god for therapy or I would be in a psych ward!",ashamed depression ashamed anxiety crippling mind fucking paranoia sees hate everyone eyes amp like song says drugs work thank god therapy would psych ward,negative,0.9504142999649048,sadness,0.9358035326004028,irony,0.6616644859313965
"The negative stuff:
- My brother suffers from depression, he was in a psychatrie for weeks and everyone at home was down, I had to be the tough guy in that time. My brother tried to kill himself.
- I lost friends this year and I hate it but people come and go unfortunately.",negative stuff brother suffers depression psychatrie weeks everyone home tough guy time brother tried kill lost friends year hate people come unfortunately,negative,0.9546546936035156,sadness,0.9718809127807617,non_irony,0.7724301218986511
I hate global warming as much as any educated human but this 70 degree weather is doing wonders for my seasonal depression,hate global warming much educated human degree weather wonders seasonal depression,negative,0.6713365316390991,sadness,0.9375793933868408,irony,0.9173047542572021
@Mike_Earwicker That’s why I hate depression. It says my joy out of anything. Those audial escapes I hope for don’t work. Luckily I was able to build the LEGO set over a few days. I had to do it in sessions. My wife got me to play a game last night. I enjoyed the time I did play. I appreciate it,hate depression says joy anything audial escapes hope work luckily able build lego set days sessions wife got play game last night enjoyed time play appreciate,positive,0.8064202666282654,joy,0.7322155833244324,non_irony,0.551483154296875
@Rozkez67 Lose the weight I gained recently through depression &amp; pray something awful happens to the lump of lard as they say karma is a bitch well can she please do her worse then as I hate that man &amp; what he is doing to my country.,lose weight gained recently depression amp pray something awful happens lump lard say karma bitch well please worse hate man amp country,negative,0.9138214588165283,anger,0.6737894415855408,non_irony,0.7995081543922424
"Jesus. I despise Instagram. Never have I hated an app more than I hate that app. And no, it doesn’t have anything to do with my seasonal depression. Fuck off.",jesus despise instagram never hated app hate app anything seasonal depression fuck,negative,0.9796748757362366,anger,0.9194947481155396,non_irony,0.8091865181922913
TW: 2011: Still in school. Still hate it. Develop severe depression and make attempts on my life.,still school still hate develop severe depression make attempts life,negative,0.9423233866691589,sadness,0.9741418361663818,non_irony,0.6334842443466187
"I think I am very lucky that I don't possess suicidal thoughts anymore, and that I have enough self-esteem to not actively hate myself, and I don't tend to lash out in anger. 

On the screening for anxiety and depression, my symptoms are always mild or ""okay"" and I think...",think lucky possess suicidal thoughts anymore enough self esteem actively hate tend lash anger screening anxiety depression symptoms always mild okay think,negative,0.6752898097038269,sadness,0.9445803761482239,non_irony,0.6090392470359802
"Well I done it, I could not take it anymore my Christmas Tree 🎄 has been taken down. Christmas is difficult for me being alone and both parents dead, so the tree 🎄 had to go. I Hate Christmas time always plays to my depression",well done could take anymore christmas tree taken christmas difficult alone parents dead tree hate christmas time always plays depression,negative,0.8346219062805176,sadness,0.9797760248184204,non_irony,0.9043921232223511
"As for my mental health which can sometimes be a taboo subject. I suffer from PTSD and anxiety, I hate to say depression too but sadly I do suffer from it. In real life I hide it very well, I laugh and smile a lot and wear bright clothes which is all my armour to protect me.",mental health sometimes taboo subject suffer ptsd anxiety hate say depression sadly suffer real life hide well laugh smile lot wear bright clothes armour protect,negative,0.5930081009864807,sadness,0.9330123066902161,non_irony,0.506967306137085
"@jetgreguar coincidences. But they kept comming. So, one month ago, i told my sister about my suspicions that i may be ADHD and she told me about hers. Now, i'm serious about mental problems, as someone who's been through Depression and Anxiety and HATE to hear people use them like they're",coincidences kept comming one month ago told sister suspicions may adhd told serious mental problems someone depression anxiety hate hear people use like,negative,0.8996372222900391,sadness,0.8947780132293701,non_irony,0.7053802609443665
I hate leaving my hometown and family. Moving away from home and from college. The friends that I have. That’s the type of post graduate depression no one talks about.,hate leaving hometown family moving away home college friends type post graduate depression one talks,negative,0.903401255607605,sadness,0.965665876865387,non_irony,0.8549451231956482
