renderedContent,pre_processed,label_sentiment,probability_sentiment,label_emotion,probability_emotion,label_irony,probability_irony
I didn't go over on Christmas because I haven't been up to leaving my bed this past week. Thanks depression. But I will go out tonight. I am excited! Happy end of the decade! I hate being depressed!,didn go christmas leaving bed past week thanks depression go tonight excited happy end decade hate depressed,positive,0.7490326166152954,sadness,0.6513924598693848,irony,0.8373489379882812
My wish in 2020 is that i can survive this year like i always does and please depression go away from me i hate you,wish survive year like always please depression go away hate,negative,0.4662246108055115,sadness,0.9759955406188965,non_irony,0.7147226333618164
I hate when people ask what I like to do for fun because then I start wondering: do I really enjoy spending all my time watching TV in bed or do I just have really bad depression &lt;3,hate people ask like fun start wondering really enjoy spending time watching tv bed really bad depression lt,negative,0.4580337703227997,sadness,0.9559023976325989,irony,0.8210564255714417
"like honeslty not to be dramatic but this really was the most stupidest and wasteful year of my life. I had nothing but anxiety, depression and getting my heart broken by EVERYONE. THANK God it’s gonna be over. I hate it HERE. https://t.co/eBFpuYXayx",like honeslty not dramatic really stupidest wasteful year life nothing anxiety depression getting heart broken everyone thank god gonna hate,negative,0.9583538770675659,sadness,0.8990921378135681,non_irony,0.6372718214988708
i hate that depression makes you like forget legit everything bc i’m trying to fill out my fucking college applications and i can’t remember one thing i’ve done in high school 🤪,hate depression makes like forget legit everything bc trying fill fucking college applications remember one thing done high school,negative,0.9422433972358704,sadness,0.923952043056488,irony,0.7965445518493652
Real life accuracy be damned I fucking hate how Pokémon Sword and Shield is cloudy all the damn time. I already have bad depression why the does my escapist video game have to have to come with its own seasonal depression,real life accuracy damned fucking hate pok mon sword shield cloudy damn time already bad depression escapist video game come seasonal depression,negative,0.9789783954620361,sadness,0.5691438913345337,non_irony,0.8646202683448792
"My Major Depressive Disorder is marked as severe on my medical record. I cant just ""mAnaGE mY dEpReSsiOn"" without meds of therapy. 

I hate retail and this planet. There's no help for people like me. Im barred from ANY medical relief because of money.",major depressive disorder marked severe medical record cant manage depression without meds therapy hate retail planet no help people like im barred medical relief money,negative,0.9526363611221313,sadness,0.9425766468048096,non_irony,0.6448231935501099
"2/2 in the world we inhabit. so much despair. hypocrisy abounds. anyway, there's so much to solve.  depression, homelessness, hate, just to name a few.   I'll try to do my bit, whether its buying some meals mcd's for someone on the street, or playing ""let it go"" more often. 🕺🤦‍♀️",world inhabit much despair hypocrisy abounds anyway much solve depression homelessness hate name try bit whether buying meals mcd someone street playing let go often,negative,0.6988315582275391,sadness,0.9695958495140076,non_irony,0.7625521421432495
"1. GET ACTIVE
I am overweight and have no energy anymore. I hate the way I look in photos and I know all of this is contributing to my anxiety and depression. I need to get moving. In combination with keeping a food diary and working to lose weight...",get active overweight no energy anymore hate way look photos know contributing anxiety depression need get moving combination keeping food diary working lose weight,negative,0.7910386919975281,sadness,0.9512034058570862,non_irony,0.7353695034980774
"#TuesdayThoughts No it isn't Wednesday thanks for correcting me Twitter. #NewYearsEve Hate to be a, party pooper but all I feel like doing is sitting alone. I fear my #Depression is coming back somewhat. I hate having to fake having fun noone knows how hard that is day in day out",#tuesdaythoughts no wednesday thanks correcting twitter #newyearseve hate party pooper feel like sitting alone fear #depression coming back somewhat hate fake fun noone knows hard day day,negative,0.8244157433509827,sadness,0.9781065583229065,non_irony,0.7908264398574829
@catsofinstagram Like how do people hate these tiny little adorable creatures that literally cured my depression just by being around them. It’s literally impossible to hate them!,like people hate tiny little adorable creatures literally cured depression around literally impossible hate,negative,0.7485905885696411,sadness,0.63021320104599,irony,0.745836079120636
"no more pain 2020
no sadness 2020
no heartbreak 2020
no anxiety 2020
no depression 2020
no fake people 2020
no hate 2020
full of blessings 2020
clearskin 2020
self love 2020
high grades 2020
happiness 2020
good health 2020
full of love 2020

I hope I will have 'my' this year!",no pain no sadness no heartbreak no anxiety no depression no fake people no hate full blessings clearskin self love high grades happiness good health full love hope year,positive,0.9233970642089844,optimism,0.39037826657295227,non_irony,0.909144401550293
"And I'm currently in a state where any motivation for anything is gone, may be post concert depression, may be my cold or something else I don't know. The only thing I know is that I hate this feeling 😕 https://t.co/heOhOBlCDj",currently state motivation anything gone may post concert depression may cold something else know thing know hate feeling,negative,0.693411648273468,sadness,0.9703030586242676,non_irony,0.9414228200912476
israel’s smile literally cured my depression i’ve never seen someone with a cuter smile i hate this man,israel smile literally cured depression never seen someone cuter smile hate man,positive,0.8295033574104309,sadness,0.824774444103241,irony,0.6205357313156128
"no pimples 2020
no sadness 2020
no fake love 2020
no hate 2020
no depression 2020
no anxiety 2020
no heartbreaks 2020
full of love 2020
high grades 2020
blessed2020
self love2020
healthy lifestyle2020
safe 2020
God’s love forever

I hope 2020 is gonna “my” year. #HappyNewYear2020",no pimples no sadness no fake love no hate no depression no anxiety no heartbreaks full love high grades blessed self love healthy lifestyle safe god love forever hope gonna year #happynewyear,positive,0.944279134273529,joy,0.6340372562408447,non_irony,0.9194855093955994
"@FloofCat I was extremely selfish when I was small. I hated myself back then. Nowadays, my depression is making me numb to emotions, I’ve been more prone to being angry, and I’m constantly feeling an aching pain. I hate myself now. Im glad you decided to share this. It inspires me a little",extremely selfish small hated back nowadays depression making numb emotions prone angry constantly feeling aching pain hate im glad decided share inspires little,negative,0.9393385052680969,sadness,0.8832757472991943,non_irony,0.6074146032333374
"no pimples 2020
no sadness 2020
no fake love 2020
no hate 2020
no depression 2020
no anxiety 2020
no heartbreaks 2020
full of love 2020
high grades 2020
blessed2020
self love2020
healthy lifestyle2020
safe 2020
God’s love forever

I hope 2020 is gonna “my” year.",no pimples no sadness no fake love no hate no depression no anxiety no heartbreaks full love high grades blessed self love healthy lifestyle safe god love forever hope gonna year,positive,0.9372850656509399,optimism,0.39995232224464417,non_irony,0.8997856974601746
"(t/w negativity) lmaooo had finally looked forward to spending new year’s w my hometown friends but apparently we’re not meeting up until 9:30 so i’ll have to spend most of the evening doing Nothing w my fam after all. i hate holidays sm, esp new year’s eve. depression here i am.",negativity lmaooo finally looked forward spending new year hometown friends apparently not meeting spend evening nothing fam hate holidays sm esp new year eve depression,negative,0.6061355471611023,sadness,0.9396404027938843,non_irony,0.6217087507247925
"no pimples 2020
no sadness 2020
no fake love 2020
no hate 2020
no depression 2020
no anxiety 2020
no heartbreaks 2020
full of love 2020
high grades 2020
blessed2020
self love2020
healthy lifestyle2020
safe 2020
God’s love forever

I hope 2020 is gonna “my” year. #HappyNewYear2020",no pimples no sadness no fake love no hate no depression no anxiety no heartbreaks full love high grades blessed self love healthy lifestyle safe god love forever hope gonna year #happynewyear,positive,0.944279134273529,joy,0.6340372562408447,non_irony,0.9194855093955994
"no sadness 2020
no fake friends2020
no hate 2020
no depression 2020
family safety 2020
no pimples2020
full of love 2020
high grades 2020
blessed2020
self love2020
healthy lifestyle2020
safe 2020
God’s love forever

I hope 2020 is my best year. #HappyNewYear2020",no sadness no fake friends no hate no depression family safety no pimples full love high grades blessed self love healthy lifestyle safe god love forever hope best year #happynewyear,positive,0.9691537618637085,joy,0.761918306350708,non_irony,0.904399573802948
"no pimples 2020
no sadness 2020
no fake love 2020
no hate 2020
no depression 2020
no anxiety 2020
no heartbreaks 2020
full of love 2020
high grades 2020
blessed2020
self love2020
healthy lifestyle2020
safe 2020
God’s love forever
I hope 2020 is gonna “my” year. #HappyNewYear2020 https://t.co/1alXLOewy9",no pimples no sadness no fake love no hate no depression no anxiety no heartbreaks full love high grades blessed self love healthy lifestyle safe god love forever hope gonna year #happynewyear,positive,0.944279134273529,joy,0.6340372562408447,non_irony,0.9194855093955994
"no pimples 2020
no sadness 2020
no fake love 2020
no hate 2020
no depression 2020
no anxiety 2020
no heartbreaks 2020
full of love 2020
high grades 2020
blessed2020
self love2020
healthy lifestyle2020
safe 2020
God’s love forever

I hope 2020 is gonna “my” year. #HappyNewYear2020",no pimples no sadness no fake love no hate no depression no anxiety no heartbreaks full love high grades blessed self love healthy lifestyle safe god love forever hope gonna year #happynewyear,positive,0.944279134273529,joy,0.6340372562408447,non_irony,0.9194855093955994
"no pimples 2020
no sadness 2020
no fake love 2020
no hate 2020
no depression 2020
no anxiety 2020
no heartbreaks 2020
hydrated 2020
full of love 2020
high grades 2020
blessed 2020
self love 2020
healthy lifestyle 2020
safe 2020
God’s love forever

I hope 2020 is gonna “my” year.",no pimples no sadness no fake love no hate no depression no anxiety no heartbreaks hydrated full love high grades blessed self love healthy lifestyle safe god love forever hope gonna year,positive,0.9356997609138489,optimism,0.49943313002586365,non_irony,0.91506427526474
Oof my depression shot up. Nico was a bad omen 100%. Three pulls in so far and I only got the Chika SR. Fml man...fuck all stars...why does it hate me so much..,oof depression shot nico bad omen three pulls far got chika sr fml man fuck stars hate much,negative,0.9672048091888428,anger,0.5449742078781128,non_irony,0.9320825934410095
"#happynewyear2020

no sadness 2020
no fake love 2020
no hate 2020
no depression 2020
no anxiety 2020
no heartbreaks 2020
full of love 2020
blessed2020
self love2020
healthy lifestyle2020
safe 2020
God’s love forever

I hope 2020 is gonna “my” year. #HappyNewYear2020",#happynewyear no sadness no fake love no hate no depression no anxiety no heartbreaks full love blessed self love healthy lifestyle safe god love forever hope gonna year #happynewyear,positive,0.9515163898468018,joy,0.49117013812065125,non_irony,0.9345412254333496
"Sometimes my depression gets so bad I can’t even get out of bed to shower or brush my teeth, for days. I hate it &amp; it causes me to spiral more bc the self loathing really takes over. It’s probably my worst symptom of clinical depression. Like I can’t even have basic hygiene!?🤢",sometimes depression gets bad even get bed shower brush teeth days hate amp causes spiral bc self loathing really takes probably worst symptom clinical depression like even basic hygiene,negative,0.97232985496521,sadness,0.9752342700958252,non_irony,0.6209603548049927
"no sadness 2020
no fake love 2020
no hate 2020
no depression 2020
no anxiety 2020
no heartbreaks 2020
full of love 2020
high grades 2020
blessed2020
self love2020
healthy lifestyle2020
safe 2020
God’s love forever

I hope 2020 is gonna “my” year. #HappyNewYear2020",no sadness no fake love no hate no depression no anxiety no heartbreaks full love high grades blessed self love healthy lifestyle safe god love forever hope gonna year #happynewyear,positive,0.9440432190895081,joy,0.5436064600944519,non_irony,0.9310523867607117
"Lol how do I block all imagine dragons hate off my tl? Dan Reynolds has changed my life and outlook since I was literally 13 and people are pressed because he’s successful? He’s always just preached for love, depression treatment, and LGBT rights! Keep the hate in 2014 it’s ugly",lol block imagine dragons hate tl dan reynolds changed life outlook since literally people pressed successful always preached love depression treatment lgbt rights keep hate ugly,negative,0.6838191151618958,anger,0.834219753742218,irony,0.8980786800384521
"Just finished registering for classes for spring. Sad I have to retake a class but maybe a new campus might help me. 

I hate that my depression and anxiety is getting in the way of my future. At least I don't want to die like I used to..",finished registering classes spring sad retake class maybe new campus might help hate depression anxiety getting way future least want die like used,negative,0.8187549114227295,sadness,0.9809982776641846,non_irony,0.6089277267456055
"I just don’t understand why everything has to be so expensive, I mean electronics I understand but I hate that clothes are now too. If you’re a independent creator/stylist (not sure what to call them) like on Etsy I get the price but still it doesn’t help my depression twitter.com/KitKorri/statu…",understand everything expensive mean electronics understand hate clothes independent creator stylist not sure call like etsy get price still doesn help depression,negative,0.8026444911956787,sadness,0.9400162100791931,non_irony,0.7920278906822205
"to my sister : what to say ? im really freaking sorry that i made you felt that way, im sorry for being the reason you had severe depression, i tried my best to remove myself from your side but i actually cant bcs i cared abt you. im sorry you hate me so freaking much.",sister say im really freaking sorry made felt way im sorry reason severe depression tried best remove side actually cant bcs cared abt im sorry hate freaking much,negative,0.9321462512016296,sadness,0.8652561902999878,non_irony,0.7301592826843262
"no pimples 2020
no sadness 2020
no fake love 2020
no hate 2020
no depression 2020
no anxiety 2020
no heartbreaks 2020
hydrated 2020
full of love 2020
high grades 2020
blessed 2020
self love 2020
healthy lifestyle 2020
safe 2020
God’s love forever

I hope 2020 is gonna “my” year.",no pimples no sadness no fake love no hate no depression no anxiety no heartbreaks hydrated full love high grades blessed self love healthy lifestyle safe god love forever hope gonna year,positive,0.9356997609138489,optimism,0.49943313002586365,non_irony,0.91506427526474
I hate when my depression hits me at times because I really do forget my worth.,hate depression hits times really forget worth,negative,0.9416137337684631,sadness,0.9822388887405396,non_irony,0.5582646131515503
For some reason my family has a hard time understanding insomnia. Like bro it’s not that hard understand it just means my depression and anxiety hate me and so they take it out my sleep,reason family hard time understanding insomnia like bro not hard understand means depression anxiety hate take sleep,negative,0.8601570725440979,sadness,0.9619575142860413,non_irony,0.5340908765792847
i hate my friends bc when we were in the theatre watching frozen and anna was singing in the cave and its mad quiet this bitch goes “okay bitch its called depression”,hate friends bc theatre watching frozen anna singing cave mad quiet bitch goes okay bitch called depression,negative,0.9345166087150574,sadness,0.7585061192512512,irony,0.791022002696991
&amp; you soft as hell if you gon hate on somebody for trying to help people battling depression. Get out my face with that stupid ass shit. Just because I wanna make a change &amp; save life’s don’t mean you gotta hate period. Keep it to yourself nigga,amp soft hell gon hate somebody trying help people battling depression get face stupid ass shit wanna make change amp save life mean gotta hate period keep nigga,negative,0.963252604007721,anger,0.9047048687934875,non_irony,0.7546221017837524
"Movies /Commercials /Talking to people /TV /Thinking how much I love my friends/family /the cruelty/unfairness / hate of people towards others/animals

When haven’t I? Hormones/depression/anxiety/happiness. Goodness, everything makes me cry (lol). I let it out to help heal myself twitter.com/blackladyblue/…",movies commercials talking people tv thinking much love friends family cruelty unfairness hate people towards others animals hormones depression anxiety happiness goodness everything makes cry lol let help heal,negative,0.7381987571716309,sadness,0.9691935181617737,irony,0.6559070348739624
i hate when i’m having a good time and my depression kicks in,hate good time depression kicks,negative,0.7103588581085205,sadness,0.9790430665016174,irony,0.9776841998100281
"@PoRiverJamBand I really really hate the mentality in this vid. It's perhaps a less serious thing,  but it took forever for me to find a doctor who  would take my depression seriously because they all wanted to blame my lack of energy on my weight.",really really hate mentality vid perhaps less serious thing took forever find doctor would take depression seriously wanted blame lack energy weight,negative,0.9453592896461487,sadness,0.9499883651733398,non_irony,0.7899246215820312
I hate being a loner. And my depression makes me want to isolate myself from everyone. And it’s just an endless cycle of pain. Cause I’m a social butterfly but I feel very odd around people but I don’t wanna be in my house 24/7 so idk what to do.,hate loner depression makes want isolate everyone endless cycle pain cause social butterfly feel odd around people wanna house idk,negative,0.8894773721694946,sadness,0.9694444537162781,non_irony,0.6977247595787048
@ardentlykeith I’m just nervous about what he’s going to say. I thought I had a handle on my depression and ptsd and I would hate for them to be back worse than before.,nervous going say thought handle depression ptsd would hate back worse,negative,0.903923511505127,sadness,0.9542860388755798,non_irony,0.7651599645614624
I’m so tired of DEPRESSION and POVERTY this shit is TOO MUCH I officially HATE IT HERE I’m selling my soul y’all,tired depression poverty shit much officially hate selling soul,negative,0.9780657291412354,sadness,0.9639089703559875,non_irony,0.8332989811897278
why is my depression so easily seen through my eyes I hate it,depression easily seen eyes hate,negative,0.8998961448669434,sadness,0.9464715719223022,irony,0.6225967407226562
"@IWriteAllDay_ As someone who suffers from severe depression, best believe I'm taking being alive as a fuckin win. 

I hate when people try to swerve out of their lane. Either keep up and stay their dumbasses in the ""keep my fuckery to myself"" lane",someone suffers severe depression best believe taking alive fuckin win hate people try swerve lane either keep stay dumbasses keep fuckery lane,negative,0.9716911315917969,anger,0.895123302936554,non_irony,0.7572051286697388
I wish I wasn't trans. I hate dealing with dysphoria. It's best  friends with my anxiety and depression.,wish trans hate dealing dysphoria best friends anxiety depression,negative,0.9113321900367737,sadness,0.9393696188926697,irony,0.8625280857086182
Woke up like “wow I hate myself!?!?” And then I had to laugh like oh my seasonal depression had to wait til after the solstice??? Witchy ass moody ass cancer ass winter,woke like wow hate laugh like oh seasonal depression wait til solstice witchy ass moody ass cancer ass winter,negative,0.9613811373710632,sadness,0.9417403340339661,non_irony,0.6764174103736877
"@cmclymer I have come to hate the month of December - holidays AND my birthday right between Christmas and New years. I miss the sun. I cannot fight off my demons. And I'm expected to be happy and festive. My life's good too, but seasonal depression is a monster.",come hate month december holidays birthday right christmas new years miss sun cannot fight demons expected happy festive life good seasonal depression monster,negative,0.5076002478599548,joy,0.5863533020019531,irony,0.6030541062355042
"This decade I: 
Hiked the Milford
Learned to spin
Started a craft business
Learned l hate retail, love code
Gave birth
Quit day job
Was a SAHM
Graduated from Dev Bootcamp
Baked my way through depression - bread, pastry, caramels, macarons.
Traveled a bunch
Started a new career",decade hiked milford learned spin started craft business learned hate retail love code gave birth quit day job sahm graduated dev bootcamp baked way depression bread pastry caramels macarons traveled bunch started new career,neutral,0.6381012201309204,joy,0.7290505170822144,non_irony,0.8222494125366211
@dauntingful Legit this exact same thing is happening to me. Like depression honestly makes me feel like my friends hate me and don't care about me but I know who the real people actually care about me 😊.,legit exact thing happening like depression honestly makes feel like friends hate care know real people actually care,negative,0.5288493037223816,sadness,0.9676885008811951,irony,0.7710085511207581
"@AlanCaryLiddell @neil6701 @CNN I've spent a great deal of my career trying to help people, with depression, anxiety disorders, bipolar disorder etc. The reason social workers and councelers have such burnout is, and I hate to say this, but some people are beyond your help. At least my help. Good talk.",spent great deal career trying help people depression anxiety disorders bipolar disorder etc reason social workers councelers burnout hate say people beyond help least help good talk,neutral,0.48116791248321533,sadness,0.9039269089698792,irony,0.8161946535110474
"I really hate when my anxiety and depression hits me out of nowhere, I’m happy and grateful for the people in my life but it sucks and hurts so much looking back missing the people I had in my life before they disappeared",really hate anxiety depression hits nowhere happy grateful people life sucks hurts much looking back missing people life disappeared,negative,0.9781002402305603,sadness,0.9749924540519714,non_irony,0.8310484290122986
"god i fucking hate how upset i am still over tros like i know its just a movie, but i was rlly just looking forward to it for 2 yrs just for it fuck me up this badly on top of my already severe depression, thanks jj!",god fucking hate upset still tros like know movie rlly looking forward yrs fuck badly top already severe depression thanks jj,negative,0.9674718976020813,sadness,0.554180920124054,non_irony,0.5533607602119446
I hate the random spurts of depression where i just wanna lay in my bed and cry for hours,hate random spurts depression wanna lay bed cry hours,negative,0.9540014863014221,sadness,0.9801790714263916,non_irony,0.7606821656227112
being home for break and I’ve fallen into my high school-style of depression. i hate it here I want to go back to college.,home break fallen high school style depression hate want go back college,negative,0.8285064697265625,sadness,0.9793553948402405,non_irony,0.574041485786438
my depression makes me feel so worthless and lazy. most of the time i contribute nothing to this house besides money from work and i only work bc i HAVE to. i have to force myself up just to clean the smallest bit and do laundry. i hate myself,depression makes feel worthless lazy time contribute nothing house besides money work work bc force clean smallest bit laundry hate,negative,0.9317929744720459,sadness,0.9614677429199219,non_irony,0.6008805632591248
I know how you feel cause depression and anxiety kick my ass a lot and I absolutely hate it. twitter.com/NStoolfire/sta…,know feel cause depression anxiety kick ass lot absolutely hate,negative,0.9706822633743286,sadness,0.7527171969413757,irony,0.5946707725524902
"bro my room is so Gross, i hate depression",bro room gross hate depression,negative,0.9788402318954468,sadness,0.6456711292266846,non_irony,0.5888009667396545
"me: i hate talking about my emotions

also me: *tweets about depression and every mishap that happens in my family because they’re all immensely flawed except for my dad i love you dad*",hate talking emotions also tweets depression every mishap happens family immensely flawed except dad love dad,negative,0.8760097026824951,sadness,0.9671236872673035,non_irony,0.5610771179199219
"I’m not sure if I hate Binghamton or I just hate I’m not in Los Angeles. Wait. I hate Binghamton. Growing up, I could not wait to get out of here and it’s far more depressing now than it was then. My productivity level drops while I’m here bc I have to flight depression all day!",not sure hate binghamton hate not los angeles wait hate binghamton growing could not wait get far depressing productivity level drops bc flight depression day,negative,0.9633665084838867,sadness,0.933346688747406,non_irony,0.8369925618171692
"hate to be a downer on the main but fr 2019 was the worst year ive ever had. i lost 4 of my best friends, my depression only worsened, i began feeling s*icidal...im v grateful for all the amazing experiences &amp; ppl that helped me through but im v ready to leave 2019 in the past :(",hate downer main fr worst year ive ever lost best friends depression worsened began feeling icidal im grateful amazing experiences amp ppl helped im ready leave past,negative,0.37171420454978943,sadness,0.9726228713989258,non_irony,0.9215948581695557
"2018: depression + got my heart broken + more depression 

2019: crippling anxiety + crippled myself/destroyed my knee + more depression

2020: keep this shit up and im fucking off to a deserted island forever

i hate it here",depression got heart broken depression crippling anxiety crippled destroyed knee depression keep shit im fucking deserted island forever hate,negative,0.9807066321372986,sadness,0.8951480388641357,non_irony,0.878948986530304
"@AidenHatfield I am ashamed of my depression, I am ashamed of my anxiety, because it’s crippling me, can’t go out because my mind and fucking paranoia sees hate in everyone’s eyes! &amp; like the song says they drugs don’t work!’ Thank god for therapy or I would be in a psych ward!",ashamed depression ashamed anxiety crippling go mind fucking paranoia sees hate everyone eyes amp like song says drugs work thank god therapy would psych ward,negative,0.9532628059387207,sadness,0.9414134621620178,irony,0.63169264793396
"The negative stuff:
- My brother suffers from depression, he was in a psychatrie for weeks and everyone at home was down, I had to be the tough guy in that time. My brother tried to kill himself.
- I lost friends this year and I hate it but people come and go unfortunately.",negative stuff brother suffers depression psychatrie weeks everyone home tough guy time brother tried kill lost friends year hate people come go unfortunately,negative,0.9558900594711304,sadness,0.9744186997413635,non_irony,0.7985115647315979
I hate global warming as much as any educated human but this 70 degree weather is doing wonders for my seasonal depression,hate global warming much educated human degree weather wonders seasonal depression,negative,0.6713365316390991,sadness,0.9375793933868408,irony,0.9173047542572021
@Mike_Earwicker That’s why I hate depression. It says my joy out of anything. Those audial escapes I hope for don’t work. Luckily I was able to build the LEGO set over a few days. I had to do it in sessions. My wife got me to play a game last night. I enjoyed the time I did play. I appreciate it,hate depression says joy anything audial escapes hope work luckily able build lego set days sessions wife got play game last night enjoyed time play appreciate,positive,0.8064202666282654,joy,0.7322155833244324,non_irony,0.551483154296875
@Rozkez67 Lose the weight I gained recently through depression &amp; pray something awful happens to the lump of lard as they say karma is a bitch well can she please do her worse then as I hate that man &amp; what he is doing to my country.,lose weight gained recently depression amp pray something awful happens lump lard say karma bitch well please worse hate man amp country,negative,0.9138214588165283,anger,0.6737894415855408,non_irony,0.7995081543922424
"Jesus. I despise Instagram. Never have I hated an app more than I hate that app. And no, it doesn’t have anything to do with my seasonal depression. Fuck off.",jesus despise instagram never hated app hate app no doesn anything seasonal depression fuck,negative,0.979927659034729,anger,0.9186891913414001,non_irony,0.8823400735855103
TW: 2011: Still in school. Still hate it. Develop severe depression and make attempts on my life.,tw still school still hate develop severe depression make attempts life,negative,0.9199488759040833,sadness,0.9743961691856384,non_irony,0.6732996702194214
"I think I am very lucky that I don't possess suicidal thoughts anymore, and that I have enough self-esteem to not actively hate myself, and I don't tend to lash out in anger. 

On the screening for anxiety and depression, my symptoms are always mild or ""okay"" and I think...",think lucky possess suicidal thoughts anymore enough self esteem not actively hate tend lash anger screening anxiety depression symptoms always mild okay think,neutral,0.4696813225746155,sadness,0.9396238327026367,non_irony,0.6751143932342529
"Well I done it, I could not take it anymore my Christmas Tree 🎄 has been taken down. Christmas is difficult for me being alone and both parents dead, so the tree 🎄 had to go. I Hate Christmas time always plays to my depression",well done could not take anymore christmas tree taken christmas difficult alone parents dead tree go hate christmas time always plays depression,negative,0.919253408908844,sadness,0.9796671867370605,non_irony,0.9108497500419617
"As for my mental health which can sometimes be a taboo subject. I suffer from PTSD and anxiety, I hate to say depression too but sadly I do suffer from it. In real life I hide it very well, I laugh and smile a lot and wear bright clothes which is all my armour to protect me.",mental health sometimes taboo subject suffer ptsd anxiety hate say depression sadly suffer real life hide well laugh smile lot wear bright clothes armour protect,negative,0.5930081009864807,sadness,0.9330123066902161,non_irony,0.506967306137085
"@jetgreguar coincidences. But they kept comming. So, one month ago, i told my sister about my suspicions that i may be ADHD and she told me about hers. Now, i'm serious about mental problems, as someone who's been through Depression and Anxiety and HATE to hear people use them like they're",coincidences kept comming one month ago told sister suspicions may adhd told serious mental problems someone depression anxiety hate hear people use like,negative,0.8996372222900391,sadness,0.8947780132293701,non_irony,0.7053802609443665
